noreg,tanggal_record,plan,aktual,reject,persentase,hadir,keterangan
2604144,2026-06-30,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605046,2026-06-30,0,57,0,100.0,✔,
2603130,2026-06-30,0,37,0,100.0,✔,gerinda duduk O Ring 140 (16 pcs) & Friction (21 pcs).
2605045,2026-06-30,0,22,1,100.0,✔,tidak ada
2605044,2026-06-30,0,145,0,100.0,✔,tidak ada
2605039,2026-06-30,86,86,0,100.0,✔,Tidak ada
2602168,2026-07-01,0,34,0,100.0,✔,
2605012,2026-07-01,56,56,0,100.0,✔,Tidak ada
2605033,2026-07-01,48,48,0,100.0,✔,tidak ada
2605011,2026-06-30,65,65,0,100.0,✔,Pegangan corebox cylider linner lepas
2603131,2026-06-30,0,0,0,,✔,"Memindahkan ladle steel dan fcd dari area melting ke area ladle dengan forklift,lalu melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemindahan ladle ke burner dengan menggunakan forklift sehabis memindahkan ladle dah ngeburner ladle lalu melakukan patching furnace rongtai 1ton di bagian lining yang cekung sehabis patching lalu melakukan repair ulang spout furnace 5ton 
Kendala : dril mengalami mati"
2605042,2026-06-30,0,31,0,100.0,✔,
2605042,2026-06-29,0,28,0,100.0,✔,
2603146,2026-06-30,40,39,1,97.5,✔,"Pengecekan Pasir 
Pengecekan Core

Kendala :
-Air spay BC2 mati sand temp over 65°"
2605043,2026-06-30,119,119,0,100.0,✔,maintenance
2605043,2026-07-01,75,75,0,100.0,✔,maintenance
2606102,2026-07-01,50,27,11,54.0,✔,Tidak ada
2605018,2026-07-01,0,149,5,100.0,✔,Tidak ada
2605046,2026-07-01,0,48,2,100.0,✔,
2605044,2026-07-01,210,210,0,100.0,✔,tidak ada
2605039,2026-07-01,28,28,0,100.0,✔,Tidak ada
2605045,2026-07-01,0,8,0,100.0,✔,tidak ada
2605040,2026-07-01,56,56,0,100.0,✔,
2602168,2026-07-02,0,20,0,100.0,✔,
2605012,2026-07-02,20,20,0,100.0,✔,Tidak ada
2605033,2026-07-02,117,117,0,100.0,✔,tidak ada
2603130,2026-07-01,0,4,0,100.0,✔,Fetling dan Gerinda tangan Linier Guide (4 pcs).
2605042,2026-07-01,0,73,0,100.0,✔,
2605047,2026-07-01,0,15,0,100.0,✔,Batuan area fi
2605044,2026-06-17,0,50,0,100.0,✔,tidak ada
2605045,2026-06-25,0,8,0,100.0,✔,tidak ada
2606104,2026-06-29,15,15,0,100.0,✔,Tidak ada
2605046,2026-06-22,0,0,0,,Sakit,tidak masuk karena sakit
2605041,2026-07-01,112,107,5,95.54,✔,
2606104,2026-06-30,15,15,0,100.0,✔,Tidak ada
2606104,2026-07-01,15,15,0,100.0,✔,Tidak ada
2605041,2026-06-30,104,95,9,91.35,✔,
2605041,2026-06-29,84,82,2,97.62,✔,maintenance
2605041,2026-06-25,92,88,4,95.65,✔,maintenance
2605041,2026-06-24,89,87,2,97.75,✔,
2605041,2026-06-23,52,52,0,100.0,✔,maintenance
2605047,2026-06-30,0,30,0,100.0,✔,Tidak ada
2605041,2026-06-22,64,64,0,100.0,✔,
2605041,2026-06-18,70,64,6,91.43,✔,
2603131,2026-07-01,0,0,0,,✔,"Memindahkan ladle steel dan fcd dari area melting ke area ladle dengan forklift,lalu melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemindahan ladle ke burner dengan menggunakan forklift sehabis memindahkan ladle ke Burner lalu melakukan patching furnace rongtai 1ton dengan diameter sebelum nya 58 di patching ke ukuran 53"
2605012,2026-06-19,73,73,0,100.0,✔,Tidak ada
2605018,2026-07-02,0,254,5,100.0,✔,Tidak ada
2605011,2026-07-01,65,65,0,100.0,✔,Tidak ada
2606103,2026-06-23,0,6,0,100.0,✔,pattern rusak
2606103,2026-06-24,6,6,6,100.0,✔,repair pettern
2606103,2026-06-25,0,5,5,100.0,✔,perbaikan pettern
2606103,2026-06-27,2,2,2,100.0,✔,repair pattern
2606103,2026-06-29,2,2,0,100.0,✔,repair pattern
2606103,2026-07-01,7,7,7,100.0,✔,mempersiapkan pettern sebelum naik ke fbo
2606103,2026-07-02,6,6,6,100.0,✔,mengcopy pattern yang rusak
2604144,2026-07-02,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605043,2026-07-02,66,66,0,100.0,✔,maintenance
2606101,2026-06-29,0,0,0,,✔,Tidak ada kendala
2606101,2026-07-01,0,0,0,,✔,"Terjadi near miss saat mengambil barang menggunakan forklift, penyebabnya garpu kurang maju"
2605040,2026-06-17,16,16,0,100.0,✔,
2605040,2026-06-18,20,20,0,100.0,✔,
2605040,2026-06-19,22,22,0,100.0,✔,
2605040,2026-06-24,18,18,0,100.0,✔,repair
2605040,2026-07-02,51,51,0,100.0,✔,
2605046,2026-07-02,0,52,0,100.0,✔,
2605044,2026-07-02,0,54,0,100.0,✔,tidak ada
2605039,2026-07-02,56,56,0,100.0,✔,Tidak ada
2605045,2026-07-02,0,10,0,100.0,✔,tidak ada
2603146,2026-07-01,61110,61110,61110,100.0,✔,"Pengecekan Pasir 

Kendala :
-Trial Bracket 61120 gagal karna cavity terlalu mepet 
-Compressive Bracket RR kurang"
2603146,2026-07-02,56,53,3,94.64,✔,"Pengecekan Pasir 
Pengecekan Core"
2605012,2026-07-03,26,26,0,100.0,✔,Tidak ada
2605033,2026-07-03,78,78,0,100.0,✔,tidak ada
2602168,2026-07-03,0,27,0,100.0,✔,
2605011,2026-07-02,50,50,9,100.0,✔,Tidak ada
2605011,2026-06-23,57,57,0,100.0,✔,Tidak ada
2605011,2026-07-24,58,58,0,100.0,✔,Tidak ada
2605041,2026-07-02,112,107,5,95.54,✔,
2604144,2026-06-24,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2604144,2026-06-25,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2604144,2026-07-01,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2603130,2026-07-02,0,22,0,100.0,✔,"gerinda duduk cylinder liner (22 pcs), fetling linier guide (2 pcs)."
2606105,2026-07-23,0,0,0,,✔,belajar buat bo dan surat jalan
2606105,2026-06-24,0,0,0,,✔,masih belajar bo dan surat jalan
2606105,2026-06-25,0,0,0,,✔,belajar membuat surat jalan
2606105,2026-06-28,0,0,0,,✔,masih belajar bo sudah setengah jalan membuat bo
2606105,2026-06-29,0,0,0,,✔,seperti biasa belajarr
2606105,2026-06-30,0,0,0,,✔,sudah mulai bisa membuat surat jalan walaupun masih sering tanya
2606105,2026-07-01,0,0,0,,✔,akhirnya berhasil menginput 1 bo tanggal 12
2606105,2026-07-02,0,0,0,,✔,langsung gas input bo dari tanggal 12-sampai 30 dan bikin surat jalan dan sudah muali bisa buat lebel barang yang mau dikirim
2606103,2026-07-03,7,7,7,100.0,✔,repair pattern brake drum
2606102,2026-07-03,50,47,12,94.0,✔,Ngak ada
2606101,2026-07-02,0,0,0,,✔,Tidak ada kendala
2603131,2026-07-02,0,0,0,,✔,"Memindahkan ladle steel dan fcd dari area melting ke area ladle dengan forklift,lalu melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemindahan ladle ke burner dengan menggunakan forklift"
2605047,2026-07-02,0,15,0,100.0,✔,Tidak ada
2603131,2026-07-03,0,0,0,,✔,"Memindahkan ladle steel dan fcd dari area melting ke area ladle dengan forklift,lalu melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemindahan ladle ke burner dengan menggunakan forklift sehabis ngeburner ladle lalu melakukan pembongkaran spot furnace 2 ton dan membuat ulang spot furnace 2 ton"
2605042,2026-07-03,0,89,0,100.0,✔,
2605042,2026-06-18,0,28,0,100.0,✔,
2605018,2026-07-03,0,55,0,100.0,✔,Tidak ada
2603130,2026-07-03,0,28,0,100.0,✔,gerinda duduk Friction (25 pcs) & Cylinder Liner (3 pcs).
2605046,2026-07-03,0,42,0,100.0,✔,
2605039,2026-07-03,28,28,28,100.0,✔,Tidak ada
2605044,2026-07-03,0,27,0,100.0,✔,tidak ada
2605045,2026-07-03,0,2,0,100.0,✔,tidak ada
2605043,2026-07-03,134,134,0,100.0,✔,maintenance
2605047,2026-07-03,0,30,0,100.0,✔,Tidak ada
2602168,2026-07-04,0,13,0,100.0,✔,
2605012,2026-07-04,14,14,0,100.0,✔,Tidak ada
2605042,2026-07-04,0,47,0,100.0,✔,
2605033,2026-07-04,16,16,0,100.0,✔,tidak ada
2605046,2026-07-04,0,12,0,100.0,✔,
2606103,2026-07-04,0,6,6,100.0,✔,mengecek kerusakan pattern dan perawatan
2605039,2026-07-04,12,12,0,100.0,✔,Tidak ada
2606102,2026-07-04,0,40,0,100.0,✔,Ngak ada
2603130,2026-07-04,0,15,0,100.0,✔,gerinda duduk cylinder liner (15 pcs).
2605018,2026-07-04,0,22,0,100.0,✔,Tidak ada
2605044,2026-07-04,0,29,0,100.0,✔,tidak ada
2605045,2026-07-04,0,10,0,100.0,✔,tidak ada
2605047,2026-07-04,0,15,0,100.0,✔,Repair jig cylinder liner
2606101,2026-07-03,0,0,0,,✔,Tidak ada kendala
2606101,2026-07-04,0,0,0,,✔,Tidak ada kendala
2604129,2026-06-30,0,45,0,100.0,✔,
2604129,2026-07-01,0,56,0,100.0,✔,
2604129,2026-07-02,0,123,0,100.0,✔,
2604129,2026-07-03,0,48,0,100.0,✔,
2605039,2026-07-06,16,16,0,100.0,✔,Tidak ada
2605018,2026-07-06,0,55,2,100.0,✔,Tidak ada
2605046,2026-07-06,0,51,0,100.0,✔,
2605045,2026-07-06,0,13,0,100.0,✔,tidak ada
2605044,2026-07-06,0,59,0,100.0,✔,tidak ada
2605012,2026-07-06,31,31,0,100.0,✔,Tidak ada
2604144,2026-07-03,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2604144,2026-07-06,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2603130,2026-07-06,0,50,0,100.0,✔,"laser marking galah 7m D33 (50 PCS), packing set D33 D38 4m (1 koli), 6m (1 koli) , 7m (3 koli) , jam 11.00 pindah dari gerinda dan 5R, jam 13.00-15.30 perbaikan kabel mesin plasma ke panel."
2602168,2026-07-06,200,200,0,100.0,✔,
2605040,2026-07-04,6,6,0,100.0,✔,repair
2605040,2026-07-06,48,48,0,100.0,✔,
2605047,2026-07-05,0,15,0,100.0,✔,Tidak ada
2606103,2026-07-06,0,2,2,100.0,✔,perbaikan pattern
2604129,2026-07-06,0,105,0,100.0,✔,
2603146,2026-07-03,48,48,0,100.0,✔,"Pengecekan Pasir 
Pengecekan Core 

Kendala :
-Pattern BD HD REAR retak (cancel cuma 5 mold)"
2605042,2026-07-06,0,57,0,100.0,✔,
2605042,2026-07-02,0,27,0,100.0,✔,
2605039,2026-07-07,13,13,3,100.0,✔,Tidak ada
2605011,2026-07-06,55,56,0,101.82,✔,Pegangan corebox cylider linner lepas
2606102,2026-07-06,100,76,25,76.0,✔,Ngak ada; Kendala ujung core friction B susah keluar
2606102,2026-06-23,0,19,0,100.0,✔,Tidak ada
2606102,2026-06-24,0,42,2,100.0,✔,Tidak ada
2606102,2026-06-25,50,55,9,110.0,✔,Tidak ada
2605046,2026-07-07,50,50,0,100.0,✔,
2605045,2026-07-07,0,16,0,100.0,✔,tidak ada
2605033,2026-07-07,26,26,0,100.0,✔,tidak ada
2605044,2026-07-07,0,75,0,100.0,✔,tidak ada
2605012,2026-07-07,19,0,0,0.0,✔,Tidak ada
2603130,2026-07-07,115,230,17,200.0,✔,"laser marking, plasma cutting, burrying moving, assembly Galah 6m D33 (130 pcs) D38 (100 pcs)."
2606103,2026-07-07,4,4,4,100.0,✔,memperbaiki pattern
2605040,2026-07-07,15,17,0,113.33,✔,
2602168,2026-07-07,200,200,0,100.0,✔,
2606101,2026-07-06,0,0,0,,✔,Tidak ada kendala
2606101,2026-07-07,0,0,0,,✔,Tidak ada kendala
2604144,2026-07-07,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605039,2026-07-08,16,16,2,100.0,✔,Tidak ada
2606102,2026-07-07,55,56,0,101.82,✔,Tidak ada
2605047,2026-07-07,0,17,0,100.0,✔,Repair jig
2605047,2026-07-06,0,19,0,100.0,✔,Gerinda duduk
2605018,2026-07-08,0,100,1,100.0,✔,Tidak ada
2604144,2026-07-08,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2603131,2026-07-06,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemindahan ladle ke burner dengan menggunakan forklift sehabis ngeburner ladle yg akan di pakai,lalu melakukan pemotongan material seperti beton neser, aluminium dan membuat peralatan peleburan seperti canting,stik slag, dan stik aluminium"
2603131,2026-07-07,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemindahan ladle ke burner dengan menggunakan forklift, lalu melakukan pembongkaran total Furnace 1 ton dan, melakukan pemotongan material seperti beton neser, aluminium dan membuat peralatan peleburan seperti canting,stik slag, dan stik aluminium"
2605046,2026-07-08,55,39,0,70.91,✔,
2605045,2026-07-08,0,2,0,100.0,✔,tidak ada
2605033,2026-07-08,32,32,0,100.0,✔,tidak ada
2605012,2026-07-08,18,0,0,0.0,✔,Tidak ada
2603146,2026-07-06,105,105,0,100.0,✔,Pengecekan Pasir
2604129,2026-07-08,0,162,0,100.0,✔,
2603146,2026-07-07,52,30,22,57.69,✔,"Pengecekan Pasir 
Pengecekan Core 

Kendala :
-Pattern Bracket nyantol pasir
-Ada perubahan setting di FBO untuk produk bracket (Pressure M ke L) karna pasir nyantol"
2606103,2026-07-08,4,4,4,100.0,✔,repair pattern
2605044,2026-07-08,0,90,0,100.0,✔,tidak ada
2603130,2026-07-08,0,172,0,100.0,✔,"laser marking, plasma cutting, burrying moving galah 6m D33 (100 pcs) D38 (72 pcs), muat galah ke truk jam 11.30  -16.00 kirim galah 6m (1000 set) 7m (200 set) , assembly, membersihkan menata merapikan FGS, trouble end graving 07.30 - 09.00."
2602168,2026-07-08,200,220,0,110.0,✔,
2605011,2026-07-08,50,50,2,100.0,✔,Tidak ada
2605043,2026-07-08,156,156,0,100.0,✔,Tidak ada
2603131,2026-07-08,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pembongkaran total Furnace rongtai 1ton"
2605039,2026-07-09,62,62,0,100.0,✔,Tidak ada
2605047,2026-07-08,0,16,0,100.0,✔,tidak ada
2605018,2026-07-09,0,46,5,100.0,✔,Tidak ada
2605042,2026-07-07,0,48,0,100.0,✔,
2605042,2026-07-08,0,28,0,100.0,✔,Repair air gerinda
2605046,2026-07-09,75,60,0,80.0,✔,
2605045,2026-07-09,0,21,0,100.0,✔,tidak ada
2605033,2026-07-09,49,49,0,100.0,✔,tidak ada
2605012,2026-07-09,30,25,0,83.33,✔,Tidak ada
2606102,2026-07-08,55,56,1,101.82,✔,Tidak ada
2605044,2026-07-09,0,187,0,100.0,✔,tidak ada
2606103,2026-07-09,4,4,4,100.0,✔,repair pattern
2603130,2026-07-09,115,230,0,200.0,✔,"laser marking, plasma cutting, burrying moving Galah 6m D33 (100 pcs) & D38 (130 pcs), assembly."
2604144,2026-07-09,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2602168,2026-07-09,200,200,0,100.0,✔,1. Assembly
2605043,2026-07-09,127,126,1,99.21,✔,maintenance
2604129,2026-07-09,0,74,0,100.0,✔,
2605039,2026-07-10,26,26,0,100.0,✔,Tidak
2603146,2026-07-08,1,1,1,100.0,✔,"Pengecekan Pasir 
Pengecekan Core"
2603146,2026-07-09,74,57,17,77.03,✔,"Pengecekan Pasir
Pengecekan Core 

Kendala :
-Cetakan Bracket nyantol pasir
-Perubahan CB pada bracket 41-42 by pak fathoni dari std 36-38"
2605018,2026-07-10,0,185,0,100.0,✔,Tidak ada
2605046,2026-07-10,75,60,0,80.0,✔,
2605045,2026-07-10,0,11,0,100.0,✔,tidak ada
2605033,2026-07-10,55,55,0,100.0,✔,tidak ada
2605012,2026-07-10,40,0,0,0.0,✔,Tidak ada
2604144,2026-07-10,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX.
6. Membuat jadwal produksi"
2605044,2026-07-10,0,200,0,100.0,✔,tidak ada
2606103,2026-07-10,6,6,6,100.0,✔,repair halve koplinh
2603130,2026-07-10,115,230,0,200.0,✔,"laser marking, plasma cutting, burrying moving Galah 6m D33 (130 pcs) D38 (100 pcs), assembly."
2602168,2026-07-10,200,200,0,100.0,✔,
2603131,2026-07-10,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemotongan material seperti beton neser, aluminium dan membuat peralatan peleburan seperti canting,stik slag, dan stik aluminium, lalu melakukan 5R secara merata di area ladle"
2603131,2026-07-09,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemotongan material seperti beton neser, aluminium dan membuat peralatan peleburan seperti canting,stik slag, dan stik aluminium, laku melanjutkan pembongkaran furnace rongtai 1ton"
2605043,2026-07-10,110,110,0,100.0,✔,Tidak ada
2606102,2026-07-09,75,60,10,80.0,✔,Sarung tangan sudah tidak layak pakai tapi masih belum ada stok nya
2605018,2026-07-11,50,50,1,100.0,✔,Tidak ada
2605042,2026-07-10,0,29,0,100.0,✔,
2605039,2026-07-11,12,12,0,100.0,✔,Tidak ada
2605046,2026-07-11,0,36,2,100.0,✔,
2605045,2026-07-11,0,6,0,100.0,✔,gerinda tangan cepat panas
2605033,2026-07-11,7,7,0,100.0,✔,tidak ada
2602168,2026-07-11,0,35,0,100.0,✔,
2605040,2026-07-09,14,14,0,100.0,✔,repair jig
2605040,2026-07-10,7,7,0,100.0,✔,repair jig
2605040,2026-07-11,6,6,0,100.0,✔,repair jig
2603130,2026-07-11,115,100,0,86.96,✔,"laser marking, plasma cutting, burrying moving galah 6m D33 (50 PCS) D38 (50 PCS), assembly, start jam 07.30-11.30."
2605043,2026-07-11,54,54,0,100.0,✔,Tidak ada
2605012,2026-07-11,14,0,0,0.0,✔,Tidak ada
2606103,2026-07-11,6,6,6,100.0,✔,repair pattern
2605011,2026-07-10,133,133,0,100.0,✔,Tidak ada
2606102,2026-07-10,0,45,7,100.0,✔,Sarung tangan sudah tidak layak dan masih belum ada stok
2605042,2026-07-11,0,13,0,100.0,✔,
2603131,2026-07-11,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemotongan material seperti beton neser, aluminium dan membuat peralatan peleburan seperti canting,stik slag, dan stik aluminium"
2605046,2026-07-13,0,52,2,100.0,✔,
2605045,2026-07-13,0,14,0,100.0,✔,tidak ada
2605033,2026-07-13,15,15,0,100.0,✔,tidak ada
2605012,2026-07-13,16,0,0,0.0,✔,Tidak ada
2605040,2026-07-13,13,13,0,100.0,✔,repair jig
2605044,2026-07-13,0,44,0,100.0,✔,tidak ada
2604144,2026-07-13,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2603131,2026-07-13,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemotongan material seperti beton neser, aluminium dan membuat peralatan peleburan seperti canting,stik slag, dan stik aluminium"
2605039,2026-07-13,65,65,0,100.0,✔,Tidak ada
2605047,2026-07-13,0,26,0,100.0,✔,Tidak ada
2605018,2026-07-13,55,60,3,109.09,✔,Tidak ada
2603146,2026-07-13,135,135,135,100.0,✔,"Pengecekan Pasir 
Pengecekan Core 

Kendala : 
-Mixer tidak kuat mixing BD alhasil pasir belum rata terpaksa turun 
-CB tidak merata"
2605046,2026-07-14,0,44,0,100.0,✔,
2605033,2026-07-14,49,49,0,100.0,✔,tidak ada
2605045,2026-07-14,0,15,0,100.0,✔,tidak ada
2605012,2026-07-14,29,0,0,0.0,✔,Tidak ada
2603130,2026-07-13,230,220,0,95.65,✔,"laser marking, plasma cutting, burrying moving Galah 6m D33 (120 pcs) D38 (100 pcs), assembly."
2605040,2026-07-14,25,25,0,100.0,✔,
2602168,2026-07-14,200,150,0,75.0,✔,"1. Kiriman 300 set
2. Assembling"
2604144,2026-07-14,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2606102,2026-07-13,55,41,1,74.55,✔,Tidak ada
2606102,2026-07-14,55,55,2,100.0,✔,Tidak ada
2605039,2026-07-14,30,30,0,100.0,✔,Tidak ada
2603130,2026-07-14,230,210,0,91.3,✔,"laser marking, plasma cutting, burrying moving GALAH 6M D33 (80 pcs) D38 (130 pcs), 9 koli packing wrapping, assembly."
2605046,2026-07-15,0,42,0,100.0,✔,
2605045,2026-07-15,0,10,0,100.0,✔,tidak ada
2605033,2026-07-15,14,14,0,100.0,✔,tidak ada
2605044,2026-07-14,0,50,0,100.0,✔,tidak ada
2605012,2026-07-15,16,0,0,0.0,✔,Tidak ada
2605044,2026-07-15,0,96,0,100.0,✔,tidak ada
2602168,2026-07-15,200,150,0,75.0,✔,
2605042,2026-07-13,0,14,0,100.0,✔,
2605042,2026-07-14,0,44,0,100.0,✔,
2605042,2026-07-15,0,17,0,100.0,✔,
